iter	Logloss
709	0.1938557342
710	0.1937611287
711	0.1935858362
712	0.1935405123
713	0.1934040316
714	0.1932210895
715	0.1931624531
716	0.1930785987
717	0.1927886288
718	0.1925667121
719	0.1924266943
720	0.1921386262
721	0.1920270943
722	0.1919482444
723	0.1917378374
724	0.1916068534
725	0.1914475139
726	0.1913883424
727	0.1909423383
728	0.1907997994
729	0.190487423
730	0.1903494858
731	0.1900029781
732	0.1897096859
733	0.1895302628
734	0.1894279609
735	0.1893012717
736	0.189209139
737	0.1889011417
738	0.1886946336
739	0.1885329421
740	0.1885308581
741	0.1883712894
742	0.1881106718
743	0.1880042101
744	0.1879228722
745	0.1875981723
746	0.1874056596
747	0.1869972853
748	0.1869144086
749	0.1867641156
750	0.1866210791
751	0.1864082018
752	0.1860987081
753	0.1858707209
754	0.1855727152
755	0.1854673826
756	0.1853710836
757	0.1852708828
758	0.1852245474
759	0.1851626319
760	0.185006478
761	0.1849293639
762	0.1847922819
763	0.184273276
764	0.1837220908
765	0.1836391184
766	0.1834086717
767	0.1833723221
768	0.1830947191
769	0.1829381463
770	0.1828693339
771	0.1827241767
772	0.1826618888
773	0.1823059538
774	0.182126885
775	0.181998339
776	0.181751151
777	0.18160539
778	0.1814036521
779	0.1812197031
780	0.1810959486
781	0.1809371101
782	0.1808510597
783	0.1806858805
784	0.180571107
785	0.1802510746
786	0.1800330816
787	0.1798597967
788	0.1797705498
789	0.179748919
790	0.1794563411
791	0.1792465494
792	0.1791557841
793	0.1790498623
794	0.1790086427
795	0.1788959228
796	0.1788657423
797	0.1786163363
798	0.1785452963
799	0.1785362195
